filename_prompt,prompt,pairwise score,holistic_score,Word_Count,WN_Zscore_CW,error_count,error_count_normed,KF_Ncats_CW,adjacent_overlap_2_noun_para_div_seg,PLD_CW,OLDF,basic_ncontent_tokens,LD_Mean_RT,COCA_fiction_Frequency_CW,adjacent_overlap_2_pronoun_para,aoe_index_above_threshold_40,Phono_N_H,lexical_density_types,OG_N_CW,COCA_fiction_tri_prop_10k,misspelling,misspelling_normed,VP_T,adjacent_overlap_2_noun_para,COCA_Fiction_Bigram_Range_Log,McD_CD,lexical_density_tokens,COCA_spoken_bi_prop_50k,adjacent_overlap_2_verb_sent_div_seg,lsa_2_all_sent,adjacent_overlap_binary_2_adv_para,adjacent_overlap_all_sent_div_seg,COCA_spoken_Bigram_Range,adjacent_overlap_binary_argument_para,syn_overlap_sent_verb,error_count_z,OLDF_z,basic_ncontent_tokens_z,VP_T_z,adjacent_overlap_2_noun_para_z,PLD_CW_z,adjacent_overlap_binary_argument_para_z,error_count_normed_z
A13J3RCDUBXQ7E_II.txt,image,0.7046,3.5,232,-0.510725806,2,0.862068966,13.15833333,2,1.798780488,8.42,88,624.1021397,906.4841315,0.75,2.056818182,20.96943231,0.619469027,3.60483871,0.060869565,1,0.431034483,3.307692308,0.133333333,-1.288141185,0.728438053,0.407407407,0.614718615,1.222222222,0.671167492,0.5,3.5,0.138072872,1,1.3,-0.47868379,-0.001218243,-1.235406588,0.577197409,-0.682750443,0.090233428,0.52786369,-0.411506318
A15O8FA6OR136Z_II.txt,image,-0.73665,4,195,-0.468727273,2,1.025641026,12.55140187,4,1.864761905,8.388972973,79,628.2403684,1149.535411,0.75,2.641791045,19.58421053,0.595505618,3.472727273,0.098445596,2,1.025641026,2.4,0.363636364,-1.247408081,0.763240223,0.438888889,0.536082474,0.538461538,0.581185727,1,2,0.153931714,1,0.357142857,-0.47868379,-0.265586013,-1.578919658,-0.301543152,0.38257766,0.550848152,0.52786369,-0.330993216
A160X70DIV96VM_CC.txt,competition,-0.35612,4,359,-0.535804878,5,1.39275766,13.2746114,2,1.684673367,8.515988539,143,623.7606479,963.6599722,0.727272727,2.047297297,21.75492958,0.597633136,4.687804878,0.047619048,1,0.278551532,2.541666667,0.157894737,-1.334223863,0.873856716,0.428143713,0.572625698,0.352941176,0.649892371,0.666666667,2.666666667,0.144553957,1,0.444444444,0.052203962,0.816658248,0.86383995,-0.164395084,-0.569135117,-0.706345706,0.52786369,-0.150291822
A173LV77LF3SHB_II.txt,image,0.96951,4.5,288,-0.55522293,4,1.388888889,13.6025641,2,1.651948052,8.479395018,128,609.5917958,885.5804113,0.545454545,1.654205607,20.67832168,0.670967742,4.157232704,0.066433566,3,1.041666667,3.615384615,0.146341463,-1.266605649,0.75881362,0.468864469,0.62369338,0.5,0.665711392,0.666666667,3.307692308,0.145402121,1,0.846153846,-0.124758622,0.50486081,0.291318167,0.875075565,-0.622577868,-0.934800362,0.52786369,-0.152196101
A18QU0YQB6Q8DF_II.txt,image,-0.24497,4,255,-0.499735099,1,0.392156863,13.02758621,1,1.769127517,8.498412698,102,625.226811,816.8196474,0.6,2.552631579,20.01176471,0.666666667,3.368421053,0.04743083,1,0.392156863,2,0.095238095,-1.312782699,0.757847107,0.43776824,0.602362205,0.588235294,0.639108733,1,2.5,0.142229223,0.666666667,0.555555556,-0.655646375,0.66690217,-0.701052923,-0.688784756,-0.858970129,-0.116773267,-0.349624001,-0.642805485
A19WXHQSBB6P6O_II.txt,image,-0.58692,4.5,361,-0.511527778,3,0.831024931,12.96618357,0,1.704368932,8.432988506,153,628.5226257,1007.734658,0,1.363013699,19.81615599,0.62195122,4.138248848,0.04735376,2,0.55401662,3.411764706,0,-1.367221252,0.82887574,0.45,0.561111111,1.307692308,0.756915537,0,4.5,0.115559595,0,1.785714286,-0.301721206,0.109451154,1.245521139,0.677950315,-1.299519342,-0.568851429,-2.104599387,-0.426786749
A19XD3FEXHERAQ_CC.txt,competition,-0.31461,4,214,-0.397651515,3,1.401869159,12.66942149,0,2.074045802,8.311032864,98,638.4503271,890.3771842,0,3.256097561,18.3317757,0.58490566,2.863636364,0.028301887,2,0.934579439,1.9375,0,-1.411610619,0.943899497,0.487562189,0.478873239,0.5,0.678625829,0,2.538461538,0.117042581,0,0.384615385,-0.301721206,-0.929679701,-0.853725399,-0.749291256,-1.299519342,2.011854125,-2.104599387,-0.145806979
A1AQQFJAF8CI4H_CC.txt,competition,0.53265,5,250,-0.560820896,2,0.8,13.34586466,5,1.73619403,8.491285141,105,617.6128514,804.5923522,0.875,1.940594059,20.11646586,0.621848739,4,0.072580645,1,0.4,3.142857143,0.476190476,-1.225867824,0.868369919,0.448717949,0.634538153,0.2,0.661596223,0,3.272727273,0.149831395,1,0.454545455,-0.47868379,0.606171364,-0.586548567,0.417619825,0.903226729,-0.346681167,0.52786369,-0.442057777
A1C66QKNXGH895_II.txt,image,0.57966,5,363,-0.533186275,2,0.550964187,12.92385787,2.333333333,1.73814433,8.435201149,142,620.4389665,1093.433083,0.846153846,1.95620438,20.29608939,0.642045455,3.598039216,0.069252078,1,0.275482094,2.76,0.24137931,-1.28801848,0.838535928,0.418879056,0.585635359,0.222222222,0.613060112,1,2.368421053,0.135690455,1,0.315789474,-0.47868379,0.12830412,0.825671832,0.04697429,-0.182954955,-0.333066168,0.52786369,-0.564637671
A1CH2RGNDQ9AWS_CC.txt,competition,-0.12712,4,364,-0.460511628,2,0.549450549,12.63681592,3.333333333,1.783737864,8.4502849,148,625.45125,926.8776253,0.666666667,2,20.19113573,0.619047619,3.944444444,0.046961326,1,0.274725275,2.310344828,0.243902439,-1.438105017,0.893774566,0.451219512,0.482093664,0.230769231,0.608386334,0.666666667,1.518518519,0.111791914,1,0.333333333,-0.47868379,0.256826186,1.054680545,-0.388338684,-0.171283549,-0.014778777,0.52786369,-0.565382711
A1F1OZ54G177D8_II.txt,image,-0.43574,2,344,-0.554095745,7,2.034883721,13.77653631,2.5,1.539304813,8.5415,139,612.8594135,1167.464214,0.777777778,1.548387097,21.29239766,0.65034965,4.888888889,0.093567251,2,0.581395349,2.8,0.2,-1.195801738,0.709716867,0.427692308,0.685131195,0.5,0.739940415,0.5,3.052631579,0.152709208,1,0.684210526,0.406129131,1.034030285,0.711167475,0.085698451,-0.374365992,-1.721160171,0.52786369,0.165774144
A1GI15FA658AYG_CC.txt,competition,0.63556,3,290,-0.462923977,1,0.344827586,12.42236025,3.333333333,2.004733728,8.375629371,135,628.2452431,829.3696166,0.571428571,2.842519685,16.24221453,0.708609272,2.441860465,0.013888889,1,0.344827586,2.75,0.204081633,-1.426776194,1.049846442,0.489130435,0.470588235,0.1,0.624762865,0.666666667,3.727272727,0.113540328,0.75,0.454545455,-0.655646375,-0.379281028,0.558494999,0.03729325,-0.355485309,1.527988163,-0.130252079,-0.666101805
A1HM2VBI4T638R_II.txt,image,0.62228,3.5,351,-0.497688442,9,2.564102564,12.21875,1,1.978030303,8.365942029,162,631.5959538,663.9795605,0.611111111,2.212903226,18.7204611,0.702857143,3.515,0.048710602,1,0.284900285,2.380952381,0.092307692,-1.334989418,0.974220238,0.487951807,0.534285714,0.285714286,0.616921565,0.333333333,1.772727273,0.14134851,1,0.409090909,0.760054299,-0.461822646,1.589034209,-0.319983229,-0.872525489,1.34157218,0.52786369,0.426265153
A1K0S514CEY1UG_CC.txt,competition,0.2227,4,273,-0.530318471,7,2.564102564,14.20408163,6,1.858012821,8.349667897,117,615.4215441,899.0487805,0.818181818,1.533333333,19.56410256,0.511627907,3.575949367,0.070110701,5,1.831501832,2.75,0.72,-1.213591496,0.648610487,0.460629921,0.680147059,1.058823529,0.878573776,0.666666667,3.944444444,0.180415188,1,0.833333333,0.406129131,-0.600487429,-0.12853114,0.03729325,2.031032719,0.503732955,0.52786369,0.426265153
A1OPSHV7LWGBUY_II.txt,image,0.25333,4,271,-0.461428571,1,0.36900369,12.39873418,3.666666667,1.9828125,8.270262172,119,627.4941791,774.3641267,0.6,2.788617886,18.04089219,0.659090909,2.703703704,0.05204461,1,0.36900369,2.461538462,0.305555556,-1.311038863,1.011319231,0.470355731,0.559259259,0.090909091,0.658214136,0.666666667,3.25,0.137231379,0.75,0.166666667,-0.655646375,-1.277068992,-0.052194903,-0.241967521,0.11390939,1.374956585,-0.130252079,-0.654201892
A1OUD2FVFBTL6G_II.txt,image,0.1366,4,228,-0.550338983,2,0.877192982,13.31896552,0,1.783898305,8.49875,88,619.5996875,1095.35774,0.428571429,2.296296296,21.19196429,0.6,3.703389831,0.088495575,2,0.877192982,3.142857143,0,-1.279206036,0.900909091,0.411214953,0.656387665,0.5,0.712765503,1,3,0.141715232,0.666666667,0.545454545,-0.47868379,0.669776173,-1.235406588,0.417619825,-1.299519342,-0.013658743,-0.349624001,-0.404062006
A1PBFDQR599N3K_II.txt,image,0.5931,5,252,-0.492534247,2,0.793650794,12.1958042,2.333333333,1.858510638,8.357983539,102,641.9197177,1122.901507,0.666666667,2.371428571,18.37903226,0.628099174,3.178082192,0.096,1,0.396825397,2,0.233333333,-1.230892875,0.8407875,0.449339207,0.549800797,0.333333333,0.617586134,1,2.5625,0.151095341,1,0.25,-0.47868379,-0.529633469,-0.701052923,-0.688784756,-0.220173768,0.507208203,0.52786369,-0.44518297
A1W5ST4HBWVZTX_CC.txt,competition,0.70975,5,305,-0.492569832,4,1.31147541,12.94674556,3.5,1.797765363,8.43781457,138,626.9956291,718.5063146,0.8,2.0078125,21.09271523,0.636942675,4.089385475,0.059405941,2,0.655737705,2.166666667,0.233333333,-1.361819825,0.904605536,0.491103203,0.516447368,0.181818182,0.640408331,1,2.130434783,0.12664358,1,0.304347826,-0.124758622,0.150571941,0.672999356,-0.527434087,-0.220173768,0.083146864,0.52786369,-0.190300404
A1WWJFDLTXXQTJ_CC.txt,competition,0.19026,4,170,-0.483838384,1,0.588235294,12.80208333,4,1.834343434,8.47,73,620.3608235,836.1743904,1,2.378378378,18.33529412,0.619565217,3.313131313,0.041666667,0,0,2.25,0.444444444,-1.35800717,0.98549697,0.462025316,0.633136095,0.444444444,0.693016304,1,2.4,0.15646521,1,0.6,-0.655646375,0.424809958,-1.807928371,-0.446758754,0.75637699,0.338497519,0.52786369,-0.546292164
A1XIL0Q9W5JE4Q_II.txt,image,-0.50534,5,362,-0.446100917,1,0.276243094,12.03846154,0.75,1.936556604,8.254841499,171,643.2590368,711.45246,0.642857143,2.43537415,19.22535211,0.718918919,3.981818182,0.013888889,1,0.276243094,2.296296296,0.06122449,-1.442885173,0.864840491,0.508928571,0.429362881,0.391304348,0.623434951,0.75,2.708333333,0.108953269,1,0.541666667,-0.655646375,-1.408461824,1.932547279,-0.401939124,-1.016309132,1.052045261,0.52786369,-0.699860322
A1YCGICA8XCNBH_CC.txt,competition,0.5608,4.5,315,-0.545469613,6,1.904761905,14.01142857,4,1.605113636,8.477709677,132,623.1266667,1277.71048,0.818181818,1.37037037,22.21904762,0.608,3.685082873,0.051118211,4,1.26984127,2.95,0.333333333,-1.337746896,0.803208609,0.453608247,0.671974522,0.578947368,0.756920542,1,2.65,0.125693937,1,0.5,0.229166547,0.490500754,0.443990643,0.230914052,0.242402907,-1.261750321,0.52786369,0.101725852
A1YH304YEW06BV_CC.txt,competition,0.40525,4.5,223,-0.496993007,5,2.242152466,13.26315789,4,1.843971631,8.406255708,99,632.0911312,846.7032342,0.75,1.598130841,18.57466063,0.628099174,3.27972028,0.045248869,4,1.793721973,2.714285714,0.380952381,-1.364933137,0.962627907,0.487684729,0.518018018,0.1,0.665775288,1,2.636363636,0.107819941,1,0.272727273,0.052203962,-0.118327363,-0.81555728,0.002718107,0.462677516,0.405711737,0.52786369,0.267795539
A1ZQF173191T3P_CC.txt,competition,-0.05662,4,277,-0.5165625,8,2.888086643,13.87741935,0,1.648125,8.496096654,110,621.9289963,1059.156124,0,1.855769231,21.2267658,0.58677686,4.14375,0.076363636,7,2.527075812,2.772727273,0,-1.269386884,0.694342412,0.441767068,0.615942029,0.473684211,0.702357888,0,1.7,0.146272802,0,0.45,0.583091715,0.647168169,-0.395707972,0.059295614,-1.299519342,-0.961488999,-2.104599387,0.585735929
A230GPTWWF3SE7_II.txt,image,0.02881,4.5,303,-0.498651685,1,0.330033003,13.0867052,3.5,1.704411765,8.513027211,120,630.8379801,947.592632,0.75,2.338983051,21.87788779,0.601398601,4.379888268,0.086378738,0,0,2.85,0.333333333,-1.286308431,0.895646048,0.422535211,0.569536424,0.5625,0.702660826,0.5,2.941176471,0.141147778,1,0.764705882,-0.655646375,0.791426063,-0.014026784,0.134103651,0.242402907,-0.568552413,0.52786369,-0.673383964
A24YGGWJO4KUFT_II.txt,image,-0.08559,4.5,320,-0.473841808,2,0.625,12.66071429,3,1.753216374,8.504886731,131,628.9613016,1007.435657,0.8,2.171171171,21.53650794,0.671052632,4.056497175,0.097484277,2,0.625,2.6,0.193548387,-1.278956858,0.748865979,0.448630137,0.586206897,0.35,0.661876603,1,2.142857143,0.142987438,1,0.428571429,-0.47868379,0.722064582,0.405822524,-0.107922351,-0.404209649,-0.227848583,0.52786369,-0.528195916
A25CFVQND4A0EV_II.txt,image,0.45199,3.5,365,-0.458520179,0,0,12.31279621,10,2.058944954,8.212780899,173,638.6707756,890.060897,0.833333333,2.858024691,16.00554017,0.703703704,2.68161435,0.044077135,0,0,2.736842105,0.322580645,-1.386510765,0.950529586,0.498559078,0.510989011,0.6,0.60872258,0,3.5625,0.115728391,1,0.8125,-0.832608959,-1.766841858,2.008883517,0.02455504,0.19266348,1.90643546,0.52786369,-0.835832128
A29VL3MZE7YPBZ_II.txt,image,-0.73949,3.5,356,-0.52625,1,0.280898876,13.78743961,0,1.602619048,8.489508671,141,617.5142045,1112.693712,0,1.602836879,21.72727273,0.611842105,4.268518519,0.081920904,1,0.280898876,2.066666667,0,-1.224465186,0.726985294,0.443396226,0.63943662,0.423076923,0.684654084,0,2.148148148,0.153675428,0,0.592592593,-0.655646375,0.591034838,0.787503713,-0.624244488,-1.299519342,-1.279164982,-2.104599387,-0.697568662
A2A9FPR7W6BU3E_II.txt,image,-0.80238,3,226,-0.547304965,2,0.884955752,13.01428571,0,1.708633094,8.449144144,102,622.8978125,1037.817748,0,2.28,20.84375,0.632478632,4.574468085,0.040178571,1,0.442477876,3.083333333,0,-1.35652996,0.845481481,0.478873239,0.573333333,1.25,0.641845176,0,4.555555556,0.141644951,0,1.444444444,-0.47868379,0.247106302,-0.701052923,0.359994586,-1.299519342,-0.539083414,-2.104599387,-0.400241031
A2B153AHPWHLH1_II.txt,image,0.67058,3.5,256,-0.52968254,3,1.171875,12.616,0,1.61352459,8.674206349,93,618.7766016,925.671316,0.333333333,1.622222222,22.421875,0.578947368,4.476190476,0.114173228,2,0.78125,2.8,0,-1.232060238,0.835970588,0.382716049,0.643137255,0.090909091,0.620505775,1,2.833333333,0.170400787,1,0.25,-0.301721206,2.164763227,-1.044565993,0.085698451,-1.299519342,-1.203033649,0.52786369,-0.25901423
A2BRZKFG6WAVER_II.txt,image,-0.20159,4,313,-0.529698795,5,1.597444089,13.07361963,5,1.555864198,8.562079208,133,610.6709446,999.337763,0.8,1.965217391,22.16938111,0.681481481,4.921686747,0.07073955,4,1.277955272,2.173913043,0.25,-1.311114512,0.739688963,0.466666667,0.58974359,0.217391304,0.620429411,1,1.75,0.145568645,1,0.083333333,0.052203962,1.209376744,0.482158762,-0.520418842,-0.143077654,-1.605559492,0.52786369,-0.04954149
A2C39KTRMOM1XZ_CC.txt,competition,0.3774,4,212,-0.501333333,2,0.943396226,14.03278689,2.666666667,1.765555556,8.530613208,92,615.2094811,1133.239486,0.8,1.481481481,22.67924528,0.585365854,4.57037037,0.09047619,1,0.471698113,2,0.347826087,-1.353505742,0.784970732,0.486772487,0.725118483,1,0.69006225,0,2.05,0.150976763,1,0.9,-0.47868379,0.941268677,-1.082734112,-0.688784756,0.309443006,-0.141709043,0.52786369,-0.371475582
A2EUXA84IMO859_II.txt,image,0.16409,3,222,-0.502520325,0,0,12.63247863,0,1.865983607,8.475458716,88,621.0668037,842.7078811,0,2.359550562,18.74429224,0.596638655,3.951219512,0.059090909,0,0,3.5,0,-1.393323729,0.751540284,0.435643564,0.515837104,0.428571429,0.609863827,0,4,0.136021621,1,1.25,-0.832608959,0.471321297,-1.235406588,0.763371256,-1.299519342,0.559376825,0.52786369,-0.835832128
A2FWX95OJ6C1HA_CC.txt,competition,-0.64975,3,194,-0.37625,1,0.515463918,11.08695652,5,2.191596639,8.368541667,95,644.8996891,585.0397947,0.4,3.775280899,18.25906736,0.606741573,2.916666667,0.026041667,1,0.515463918,2.5,0.526315789,-1.365727727,1.071157895,0.516304348,0.440414508,0.714285714,0.862216598,0.5,5.75,0.09637796,1,0.5,-0.655646375,-0.439672264,-0.968229756,-0.204732752,1.135094735,2.83247376,0.52786369,-0.582111541
A2K04XRYSF3KDD_CC.txt,competition,0.43555,3.5,237,-0.523884892,2,0.843881857,13.43382353,2.666666667,1.680215827,8.455148936,101,620.6414468,852.2247162,0.833333333,1.88,22.8893617,0.592920354,4.438848921,0.046808511,1,0.421940928,2.785714286,0.347826087,-1.34490781,0.896342105,0.454954955,0.622881356,1,0.655127237,0.333333333,3.666666667,0.120613905,0.75,0.916666667,-0.47868379,0.298270516,-0.739221042,0.071868394,0.309443006,-0.737463688,-0.130252079,-0.420458339
A2O5OJXCUFQ3FV_CC.txt,competition,0.10773,4,255,-0.45,3,1.176470588,13,5,1.925510204,8.431474104,112,623.7960079,814.7810057,0.833333333,2.58490566,17.68774704,0.640625,3.590604027,0.086956522,3,1.176470588,2.125,0.294117647,-1.34636324,0.814405738,0.470588235,0.578740157,0.230769231,0.658112298,0,3.142857143,0.137823211,1,0.428571429,-0.301721206,0.096547595,-0.319371735,-0.567771755,0.06100029,0.974930601,0.52786369,-0.256752199
A2TKYQXTE7MCCA_CC.txt,competition,0.62581,5,252,-0.41751634,1,0.396825397,12.66666667,3,2.175328947,8.28284,110,634.3999602,701.0127467,0.8,2.694214876,16.54365079,0.609375,2.415584416,0.04,0,0,2.125,0.272727273,-1.360017166,1.050583673,0.462184874,0.494023904,0.538461538,0.65754444,1,2.928571429,0.103041966,1,0.5,-0.655646375,-1.169898803,-0.395707972,-0.567771755,-0.03794659,2.718909384,0.52786369,-0.640507549
A2VNK2H6USLQTK_II.txt,image,-0.04454,3,279,-0.518834356,2,0.716845878,12.87974684,2,1.710559006,8.433208955,137,614.1000741,725.7548452,0.5,1.578947368,21.75185185,0.691275168,4.539877301,0.072202166,1,0.358422939,2.315789474,0.206896552,-1.33877161,0.875815385,0.537254902,0.582733813,0.111111111,0.6156467,0.333333333,1.315789474,0.137481288,1,0.263157895,-0.47868379,0.111329504,0.634831237,-0.3830677,-0.342464151,-0.525638668,0.52786369,-0.482987727
A2XVL0RNQMWI17_CC.txt,competition,1.22062,3,302,-0.435352941,2,0.662251656,12.3836478,3,1.99408284,8.274242424,128,636.3343624,903.9728454,1,3.169230769,14.94684385,0.700729927,2.809248555,0.046666667,0,0,1.714285714,0.15,-1.345331284,0.899353357,0.475836431,0.475083056,0.176470588,0.671364783,1,2.5,0.155190836,1,0.277777778,-0.47868379,-1.243155,0.291318167,-0.965385901,-0.605654329,1.453634564,0.52786369,-0.509859983
A319BHZG0R2ESQ_CC.txt,competition,0.46286,4,299,-0.481193182,4,1.337792642,12.85380117,5,1.791142857,8.403767123,128,624.0391468,842.4426029,0.666666667,2.384,20.16040956,0.611842105,4.176136364,0.053872054,3,1.003344482,2.238095238,0.322580645,-1.286613218,0.844092527,0.462093863,0.573825503,0.176470588,0.603309128,1,2.5,0.146702676,1,0.444444444,-0.124758622,-0.139531511,0.291318167,-0.458283801,0.19266348,0.036915305,0.52786369,-0.17734659
A350P8MBYPYXQP_II.txt,image,0.12502,4.5,361,-0.447684729,0,0,12.28350515,0,1.816256158,8.318972222,157,626.05075,572.6173332,0,3.209459459,19.19166667,0.681564246,3.231527094,0.04735376,0,0,3.461538462,0,-1.334877743,0.85797006,0.453757225,0.563888889,0.2,0.635817338,0,4,0.137175279,0,0.818181818,-0.832608959,-0.862031893,1.398193615,0.726136487,-1.299519342,0.21223067,-2.104599387,-0.835832128
A35KAB94CTUJL_II.txt,image,0.66667,3,240,-0.443466667,0,0,12.05,4,2.084013605,8.242618026,114,643.2780085,936.3579342,0.75,2.972477064,17.03797468,0.730769231,2.940397351,0.088235294,0,0,2.466666667,0.166666667,-1.281965749,0.888238532,0.518181818,0.523012552,0,0.665784955,1,2.285714286,0.163550285,1,0.071428571,-0.832608959,-1.512612708,-0.243035497,-0.237002885,-0.528558215,2.081439124,0.52786369,-0.835832128
A36XTKYLP4IRDN_CC.txt,competition,0.41234,3,183,-0.468148148,3,1.639344262,12.40196078,3,1.916203704,8.306158192,88,638.8961017,711.718535,0.333333333,2.555555556,18.64044944,0.663265306,3.293577982,0.055248619,1,0.546448087,2.5,0.3,-1.378596074,0.921392857,0.50867052,0.483516484,0.625,0.631101002,0.5,3.333333333,0.136384011,1,0.333333333,-0.301721206,-0.971214656,-1.235406588,-0.204732752,0.088210683,0.909962143,0.52786369,-0.028917473
A3APD41CJ1AFA4_II.txt,image,0.73339,4,363,-0.528989899,2,0.550964187,13.04123711,4.333333333,1.67755102,8.581320225,154,619.5294413,1038.192215,0.916666667,1.706349206,20.44134078,0.602941176,4.131313131,0.08033241,1,0.275482094,2.619047619,0.448275862,-1.314074057,0.789902857,0.472392638,0.613259669,0.736842105,0.739482829,1,3.45,0.126169938,1,0.95,-0.47868379,1.373321061,1.283689258,-0.089482274,0.774100236,-0.756066644,0.52786369,-0.564637671
A3BFMY5OX2WMUW_II.txt,image,-0.20703,4.5,276,-0.479102564,0,0,12.55704698,3.5,1.979084967,8.334172932,136,628.7834201,663.7940986,0.625,2.559322034,16.6133829,0.647887324,2.480769231,0.051094891,0,0,3.4,0.24137931,-1.367655565,0.930595238,0.507462687,0.509090909,0.428571429,0.657287929,0,7.375,0.138433438,1,1,-0.832608959,-0.73251327,0.596663118,0.666560856,-0.182954955,1.348934765,0.52786369,-0.835832128
A3BZVFD82AVLT8_II.txt,image,-0.3886,4.5,215,-0.508769231,0,0,13.51181102,4,1.823015873,8.357725118,97,628.2932558,888.7798008,0.6,2.288659794,20.49302326,0.603773585,3.153846154,0.051643192,0,0,3.363636364,0.333333333,-1.382358617,0.832514423,0.477832512,0.551401869,0.5,0.751388425,1,3.888888889,0.11527208,1,0.888888889,-0.832608959,-0.531835362,-0.891893518,0.631357074,0.242402907,0.259420082,0.52786369,-0.835832128
A3FCZNB9E8K3CX_CC.txt,competition,0.56461,4,276,-0.480566038,0,0,12.89032258,3,1.833223684,8.434285714,116,631.0285714,951.2413832,0.8,2.345132743,18.80952381,0.642335766,3.075471698,0.03649635,0,0,2.5,0.25,-1.34510509,0.875148438,0.449612403,0.567272727,0.333333333,0.681890946,1,2.923076923,0.130628316,1,0.461538462,-0.832608959,0.120504098,-0.166699259,-0.204732752,-0.143077654,0.330680571,0.52786369,-0.835832128
A3FOKP72T5I4FR_CC.txt,competition,-0.3633,4,91,-0.504528302,2,2.197802198,13.63265306,0,1.783962264,8.367555556,51,613.5577778,556.6905517,0,1.454545455,19.08888889,0.631578947,3.79245283,0.04494382,2,2.197802198,2.8,0,-1.39790895,0.83322093,0.6,0.477777778,0.333333333,0.741075538,0,4.25,0.131376905,0,0.5,-0.47868379,-0.448074485,-2.647626986,0.085698451,-1.299519342,-0.013212246,-2.104599387,0.245965541
A3GCXGTAZATHMZ_II.txt,image,0.16357,3.5,343,-0.4657,0,0,12.06282723,3,1.934408602,8.433176101,159,628.4290964,648.1519887,0.769230769,2.565217391,18.42642643,0.687830688,3.731343284,0.035190616,0,0,2.391304348,0.166666667,-1.389008805,0.922916129,0.49378882,0.453216374,0.35,0.660435732,0.666666667,2.047619048,0.109192189,1,0.285714286,-0.832608959,0.111049569,1.474529852,-0.309961448,-0.528558215,1.037050109,0.52786369,-0.835832128
A3HCGNV93TJO7R_CC.txt,competition,0.40138,4,310,-0.466810811,1,0.322580645,13.3220339,5,1.799450549,8.334495114,140,619.4429355,932.9337205,0.4,1.954887218,19.68064516,0.636363636,3.545945946,0.094155844,1,0.322580645,2.142857143,0.3125,-1.34195292,0.754003344,0.503597122,0.637540453,0.363636364,0.646518149,0,1.47826087,0.148516728,1,0.391304348,-0.655646375,-0.729768098,0.749335594,-0.550484183,0.146032768,0.094911108,0.52786369,-0.677052148
A3KUZNPVWM8K4Z_II.txt,image,0.33396,3,312,-0.481195652,3,0.961538462,12.53932584,2,1.910869565,8.315681818,131,633.1894805,933.1472201,0.714285714,2.821705426,18.44805195,0.67816092,2.97826087,0.041935484,0,0,2.684210526,0.083333333,-1.381521355,0.929281879,0.458041958,0.504823151,0.294117647,0.563173316,1,2.5,0.113756042,1,0.388888889,-0.301721206,-0.890067991,0.405822524,-0.026397803,-0.914038781,0.872724644,0.52786369,-0.362545648
A3LC6M2EMDBBXP_CC.txt,competition,0.25959,4,212,-0.504384615,0,0,13.36507937,9,1.743359375,8.363779904,100,629.8641706,766.8210603,0.333333333,1.659340659,19.88207547,0.613207547,3.335877863,0.038095238,0,0,2.5,0.5,-1.401506242,0.89818408,0.497512438,0.507109005,0.25,0.628900872,1,3.333333333,0.117133304,1,0.333333333,-0.832608959,-0.48024517,-0.777389161,-0.204732752,1.013364033,-0.296660062,0.52786369,-0.835832128
A3Q6MLGAKB7K0C_II.txt,image,0.35206,4,216,-0.520403226,0,0,12.48780488,2,1.768548387,8.311869159,92,619.3185047,924.2642854,1,2.621052632,16.48130841,0.632478632,3.169354839,0.046728972,0,0,2.428571429,0.181818182,-1.353196505,0.769019139,0.45320197,0.539534884,0.7,0.609618589,0.5,2.454545455,0.150581424,1,0.363636364,-0.832608959,-0.922553996,-1.082734112,-0.273883037,-0.458470841,-0.12081616,0.52786369,-0.835832128
A3VIQ9XPOYB8K6_II.txt,image,1.16731,5,324,-0.499018405,3,0.925925926,13.24840764,4,1.885889571,8.507561728,129,629.230463,1132.803922,0.636363636,2.701754386,19.0462963,0.637037037,3.472392638,0.071428571,3,0.925925926,3.5,0.25,-1.278212272,0.838566456,0.416129032,0.6625387,1.083333333,0.738108434,0.5,4.153846154,0.136463894,1,1.307692308,-0.301721206,0.744857066,0.329486286,0.763371256,-0.143077654,0.698339892,0.52786369,-0.380074777
A5SPTV3W3DP4B_CC.txt,competition,-0.51145,2,395,-0.502081448,9,2.278481013,12.76744186,0,1.753181818,8.515666667,151,623.1752941,1009.182485,0,2.32278481,20.62915601,0.671641791,4.262443439,0.045801527,5,1.265822785,2.555555556,0,-1.328064591,0.851132813,0.405913978,0.492385787,0.733333333,0.615840822,0,4.5,0.139611558,0,0.8125,0.760054299,0.813915717,1.169184901,-0.150949195,-1.299519342,-0.228089817,-2.104599387,0.285677102
AAYL7UAXO9E4T_CC.txt,competition,0.50254,4,342,-0.505,1,0.292397661,13.44385027,3.666666667,1.748445596,8.479462687,142,621.9920588,1019.384378,0.75,1.727941176,20.55847953,0.52238806,4.18,0.082352941,1,0.292397661,3.2,0.392857143,-1.275825016,0.85894864,0.450793651,0.618768328,0.6875,0.770210624,1,4.117647059,0.143066129,1,1.176470588,-0.655646375,0.505437388,0.825671832,0.472940054,0.517746168,-0.261153272,0.52786369,-0.691908754
